cliente_codigo,cliente_nome,cliente_apelido,cliente_rg_ie,cliente_cpf_cnpj,cliente_tipo_pessoa,cliente_data_nascimento,cliente_end_cidade,cliente_end_cep,cliente_end_rua,cliente_end_numero,cliente_end_bairro,cliente_end_complemento,cliente_end_latitude,cliente_end_longitude,cliente_telefones,ponto_emails,cliente_data_cadastro,cliente_parceiro,contrato_carteira,cliente_data_adesao,cliente_data_recisao,contrato_fidelidade,contrato_valor_adesao,contrato_valor_rescisão,contrato_valor_mensal,contrato_dia_vencimento,contrato_observacoes,contrato_faturavel,contrato_tipo_faturamento,contrato_nfe2x_tipo_lancamento,contrato_end_cidade,contrato_end_cep,contrato_end_rua,contrato_end_numero,contrato_end_bairro,contrato_end_complemento,contrato_end_latitude,contrato_end_longitude,ponto_plano,ponto_nome,ponto_ppp_usuario,ponto_end_cidade,ponto_end_cep,ponto_end_rua,ponto_end_numero,ponto_end_bairro,ponto_end_complemento,ponto_end_latitude,ponto_end_longitude,ponto_data_ativacao,ponto_mac,ponto_tecnologia,ponto_serial
734,Corey Jones,Corey,99999228-4,999.999.298-69,PF,26/02/2004,Dois Vizinhos,85660000,Fazenda Henry Gabriel da Paz,833,Santo Antônio,Casa,-25.768681335902407,-53.05318823063058,(46) 99999-99266,corey.jones@emailexemplo.com,15/01/2023,n,Boleto Próprio,22/01/2023,,,300.0,400,150.0,24,,s,auto,auto,,,,,,,,,plano_100mb,Casa,corey.jones@meuprovedor.com.br,Dois Vizinhos,85660000,Fazenda Henry Gabriel da Paz,833,Santo Antônio,Casa,-25.765081276887035,-53.05768290900533,25/01/2023,ee:c4:4d:d1:a1:d7,FTTH,FTTH916G27Q0
735,Ronnie Kelly,Ronnie,99999227-2,999.999.297-88,PF,07/06/1967,Dois Vizinhos,85660000,Chácara Antônio Peixoto,57,Centro Norte,Casa,-25.73298213825128,-53.06071998831051,(46) 99999-99265,ronnie.kelly@emailexemplo.com,11/03/2023,n,Boleto Próprio,12/03/2023,21/01/2024,,300.0,400,150.0,8,"Cliente precisa de velocidade constante, sem quedas.",s,auto,auto,Dois Vizinhos,85660000.0,Chácara Antônio Peixoto,57.0,Centro Norte,Casa,-25.73298213825128,-53.06071998831051,plano_100mb,Casa,ronnie.kelly@meuprovedor.com.br,Francisco Beltrão,85660000,Rua Duarte,19,Vitória,Casa,-26.07591585119886,-53.03293321810242,17/03/2023,c4:d8:67:4f:a4:68,FTTH,FTTH460Z65B9
736,Omar Shelton,Omar,99999226-0,999.999.296-05,PF,23/10/1977,Dois Vizinhos,85660000,Praça Lima,4,São Francisco de Assis,APTO,-25.76749135229791,-53.03870138579087,(46) 99999-99264,omar.shelton@emailexemplo.com,16/05/2023,n,Boleto Próprio,17/05/2023,,,300.0,400,150.0,23,,s,auto,auto,Dois Vizinhos,85660000.0,Praça Lima,4.0,São Francisco de Assis,APTO,-25.76749135229791,-53.03870138579087,plano_100mb,APTO,omar.shelton@meuprovedor.com.br,Pato Branco,85660000,Colônia João Pedro Rezende,9,Bortot,APTO,-26.20955633357279,-52.68076433539761,21/05/2023,c8:87:aa:9a:1f:2b,FTTH,FTTH791P24L8
737,Jennifer Cross DDS,Jennifer,99999225-9,999.999.295-16,PF,19/01/1960,Francisco Beltrão,85601000,Conjunto de Ferreira,5,Bairro Água Branca,APTO,-26.112150865320658,-53.05210445782286,(46) 99999-99263,jennifer.cross.dds@emailexemplo.com,24/02/2023,n,Santander,26/02/2023,,,349.9,500,200.0,21,,s,auto,auto,Francisco Beltrão,85601000.0,Conjunto de Ferreira,5.0,Bairro Água Branca,APTO,-26.05391666732869,-53.07352122659041,plano_150mb,APTO,jennifer.cross.dds@meuprovedor.com.br,Francisco Beltrão,85601000,Conjunto de Ferreira,5,Bairro Água Branca,APTO,-26.114112249904228,-53.05017677789086,03/03/2023,62:29:6a:6d:42:c8,RADIO,
738,Aaron Smith,Aaron,99999224-7,999.999.294-35,PF,02/03/1956,Dois Vizinhos,85660000,Trecho Marques,56,Centro Sul,Casa,-25.77448134740221,-53.0385325601326,(46) 99999-99262,aaron.smith@emailexemplo.com,18/03/2023,n,EFÍ,23/03/2023,,,300.0,400,150.0,16,,s,auto,auto,,,,,,,,,plano_100mb,Casa,aaron.smith@meuprovedor.com.br,Dois Vizinhos,85660000,Alameda Gonçalves,84,Sagrada Família,APTO,-25.76013485031057,-53.065596761148605,26/03/2023,a8:50:28:51:60:ef,FTTH,FTTH807J53K1
739,Bryan Nelson,Bryan,99999223-5,999.999.293-54,PF,17/05/1980,Francisco Beltrão,85601000,Travessa de Pinto,54,Comunidade Santa Bárbara,APTO,-26.09724980862085,-53.10267882027241,(46) 99999-99261,bryan.nelson@emailexemplo.com,02/02/2023,n,GalaxPay,06/02/2023,,,349.9,500,200.0,24,Cliente quer saber antes de qualquer manutenção na rede.,s,auto,auto,,,,,,,,,plano_150mb,APTO,bryan.nelson@meuprovedor.com.br,Francisco Beltrão,85601000,Travessa de Pinto,54,Comunidade Santa Bárbara,APTO,-26.09529649767316,-53.100488766801895,10/02/2023,d6:e3:41:bb:49:14,RADIO,
740,Julie English,Julie,99999222-3,999.999.292-73,PF,17/07/1967,Francisco Beltrão,85601000,Conjunto Henrique Moura,68,Comunidade Linha São Paula,Casa,-26.08008594098713,-53.07617499855791,(46) 99999-99260,julie.english@emailexemplo.com,08/03/2023,n,Santander,10/03/2023,,,349.9,500,200.0,20,,s,auto,auto,,,,,,,,,plano_150mb,Casa,julie.english@meuprovedor.com.br,Pato Branco,85660000,Estação Benjamim Campos,5,Morumbi,Casa,-26.25142033292641,-52.68389668519487,14/03/2023,8c:5a:2e:0b:64:89,FTTH,FTTH328Y08L6
741,Ralph Meadows,Ralph,99999221-1,999.999.291-92,PF,07/09/1956,Dois Vizinhos,85660000,Praia Albuquerque,1,Santo Antônio,APTO,-25.74063969615372,-53.03656635927351,(46) 99999-99259,ralph.meadows@emailexemplo.com,13/01/2023,n,Boleto Próprio,19/01/2023,,9.0,300.0,400,150.0,22,Cliente quer faturas detalhadas todo mês.,n,manual,manual,Dois Vizinhos,85660000.0,Praia Albuquerque,1.0,Santo Antônio,APTO,-25.74063969615372,-53.03656635927351,plano_100mb,APTO,ralph.meadows@meuprovedor.com.br,Dois Vizinhos,85660000,Rodovia Monteiro,49,Sagrada Família,APTO,-25.75855764233233,-53.06602140992687,24/01/2023,8a:3b:ec:81:a0:2f,FTTH,FTTH718H47Q8
742,Allen Perez,Allen,99999219-3,999.999.290-01,PF,16/05/1965,Francisco Beltrão,85601000,Fazenda Luigi Leão,90,Comunidade Assentamento Missões,Casa,-26.011780249039845,-53.082260606931015,(46) 99999-99258,allen.perez@emailexemplo.com,19/02/2023,n,Boleto Próprio,28/02/2023,,,349.9,500,200.0,20,Cliente quer faturas detalhadas todo mês.,s,auto,auto,Francisco Beltrão,85601000.0,Fazenda Luigi Leão,90.0,Comunidade Assentamento Missões,Casa,-26.08350651173329,-53.03591818375255,plano_150mb,Casa,allen.perez@meuprovedor.com.br,Francisco Beltrão,85601000,Fazenda Luigi Leão,90,Comunidade Assentamento Missões,Casa,-26.01485971491616,-53.07786212986375,04/03/2023,c4:50:8e:a1:53:99,RADIO,
743,Daniel Chan,Daniel,99999218-1,999.999.289-78,PF,23/07/1986,Pato Branco,85501000,Vereda das Neves,9,Vila Isabel,APTO,-26.219183844729177,-52.66067705450151,(46) 99999-99257,daniel.chan@emailexemplo.com,18/05/2023,n,Santander,23/05/2023,,,189.9,700,299.9,18,,s,auto,auto,,,,,,,,,plano_300mb,APTO,daniel.chan@meuprovedor.com.br,Pato Branco,85501000,Vereda das Neves,9,Vila Isabel,APTO,-26.20994766730566,-52.66121943582418,29/05/2023,5e:b0:d0:c7:7a:05,FTTH,FTTH249X10W8
744,Michelle Taylor,Michelle,99999216-8,999.999.288-97,PF,27/11/1959,Francisco Beltrão,85601000,Rodovia de Silveira,58,Bairro Sadia,Casa,-26.03246017915054,-53.05975445386368,(46) 99999-99256,michelle.taylor@emailexemplo.com,21/05/2023,n,GalaxPay,31/05/2023,,,349.9,500,200.0,14,Cliente espera um roteador moderno na instalação.,s,auto,auto,Francisco Beltrão,85601000.0,Rodovia de Silveira,58.0,Bairro Sadia,Casa,-26.06792217999556,-53.064854429611934,plano_150mb,Casa,michelle.taylor@meuprovedor.com.br,Francisco Beltrão,85601000,Rodovia de Silveira,58,Bairro Sadia,Casa,-26.035575551794807,-53.05422997073265,04/06/2023,94:ac:79:92:70:20,FTTH,FTTH696I11U8
745,John Cook,John,99999215-6,999.999.287-06,PF,10/08/1953,Dois Vizinhos,85660000,Viaduto Kamilly Peixoto,81,Santo Antônio,Casa,-25.76808367998457,-53.05745329748985,(46) 99999-99255,john.cook@emailexemplo.com,02/06/2023,n,EFÍ,12/06/2023,,,300.0,400,150.0,8,,s,auto,auto,,,,,,,,,plano_100mb,Casa,john.cook@meuprovedor.com.br,Dois Vizinhos,85660000,Viaduto Kamilly Peixoto,81,Santo Antônio,Casa,-25.76156016047429,-53.055829786193584,19/06/2023,84:7a:2a:f9:21:99,FTTH,FTTH174V86V9
746,Gregory Mason,Gregory,99999214-4,999.999.286-25,PF,08/10/1962,Pato Branco,85501000,Passarela de Ramos,42,Cristo Rei,Casa,-26.25046297458025,-52.672621167383376,(46) 99999-99254,gregory.mason@emailexemplo.com,07/06/2023,n,GalaxPay,11/06/2023,,17.0,189.9,700,299.9,24,Cliente sugere avaliar a qualidade de vez em quando.,n,manual,manual,,,,,,,,,plano_300mb,Casa,gregory.mason@meuprovedor.com.br,Pato Branco,85501000,Passarela de Ramos,42,Cristo Rei,Casa,-26.24616935920426,-52.676258672643925,18/06/2023,ca:a2:53:84:ef:47,FTTH,FTTH753F67U8
747,Melissa Stevens,Melissa,99999213-2,999.999.285-44,PF,27/03/2005,Pato Branco,85501000,Vale Maria Eduarda Mendes,39,Industrial,Casa,-26.257714256235097,-52.667082418009,(46) 99999-99253,melissa.stevens@emailexemplo.com,01/01/2023,n,Santander,07/01/2023,,17.0,189.9,700,299.9,22,Cliente pensa em adicionar TV ou telefone depois.,n,manual,manual,,,,,,,,,plano_300mb,Casa,melissa.stevens@meuprovedor.com.br,Francisco Beltrão,85660000,Chácara Isis Vargas,819,São Judas Tadeu,Casa,-26.089513717398788,-53.04738937324257,13/01/2023,7a:16:ff:fd:6d:01,FTTH,FTTH235N59C9
748,John Nunez,John,99999212-0,999.999.284-63,PF,02/01/2002,Pato Branco,85501000,Morro Sá,13,Gralha Azul,APTO,-26.19575278221105,-52.67103076128395,(46) 99999-99252,john.nunez@emailexemplo.com,25/02/2023,n,Santander,07/03/2023,,,189.9,700,299.9,19,,s,auto,auto,Pato Branco,85501000.0,Morro Sá,13.0,Gralha Azul,APTO,-26.19575278221105,-52.67103076128395,plano_300mb,APTO,john.nunez@meuprovedor.com.br,Francisco Beltrão,85660000,Jardim Silveira,44,São Francisco Xavier,APTO,-26.04082571193711,-53.04365241959926,10/03/2023,b6:8e:47:01:9c:07,FTTH,FTTH412D57I3
749,Michael Lucas,Michael,536.37043-97,00.099.999/9283-32,PJ,03/01/1960,Pato Branco,85501000,Condomínio Murilo Vieira,11,Pinheiros,Loja,-26.221354186434127,-52.66256064993085,(46) 99999-99251,michael.lucas@emailexemplo.com,04/06/2023,n,Santander,10/06/2023,,,189.9,700,299.9,22,,s,auto,auto,,,,,,,,,plano_300mb,Loja,michael.lucas@meuprovedor.com.br,Pato Branco,85501000,Condomínio Murilo Vieira,11,Pinheiros,Loja,-26.224073321744743,-52.66183209099487,17/06/2023,26:ab:0c:ac:06:a7,FTTH,FTTH556S22F7
750,Lawrence Johnson,Lawrence,99999211-9,999.999.283-82,PF,14/02/1954,Francisco Beltrão,85601000,Feira de Silveira,31,Comunidade Linha São Paula,Casa,-26.078651816998804,-53.0234757792922,(46) 99999-99250,lawrence.johnson@emailexemplo.com,15/02/2023,n,EFÍ,22/02/2023,,,349.9,500,200.0,9,"Cliente precisa de velocidade constante, sem quedas.",s,auto,auto,,,,,,,,,plano_150mb,Casa,lawrence.johnson@meuprovedor.com.br,Francisco Beltrão,85601000,Feira de Silveira,31,Comunidade Linha São Paula,Casa,-26.079690394408303,-53.02516334207924,01/03/2023,f6:c2:0d:02:49:b6,FTTH,FTTH437E83R4
751,Emily Johnson,Emily,99999210-7,999.999.282-00,PF,15/02/1967,Dois Vizinhos,85660000,Conjunto de Leão,63,Jardim da Colina,APTO,-25.72666835385733,-53.06919897843228,(46) 99999-99249,emily.johnson@emailexemplo.com,17/05/2023,n,EFÍ,25/05/2023,04/02/2024,,300.0,400,150.0,9,Cliente exige segurança online forte.,s,auto,auto,,,,,,,,,plano_100mb,APTO,emily.johnson@meuprovedor.com.br,Dois Vizinhos,85660000,Conjunto de Leão,63,Jardim da Colina,APTO,-25.73089144570255,-53.07020992157215,29/05/2023,88:bf:9c:76:bb:60,FTTH,FTTH448P29J7
752,Katherine Gonzalez,Katherine,99999209-0,999.999.281-10,PF,05/01/2006,Pato Branco,85501000,Aeroporto da Cunha,80,Aeroporto,APTO,-26.217008018325565,-52.691473173265486,(46) 99999-99248,katherine.gonzalez@emailexemplo.com,12/03/2023,n,Santander,20/03/2023,,,189.9,700,299.9,8,,s,auto,auto,Pato Branco,85501000.0,Aeroporto da Cunha,80.0,Aeroporto,APTO,-26.221930452453503,-52.66140455880255,plano_300mb,APTO,katherine.gonzalez@meuprovedor.com.br,Pato Branco,85501000,Aeroporto da Cunha,80,Aeroporto,APTO,-26.21906437443128,-52.69194453802512,23/03/2023,f4:ba:c2:c0:26:c8,FTTH,FTTH571L50J6
753,Willie Baird,Willie,99999208-9,999.999.280-30,PF,13/04/1995,Francisco Beltrão,85601000,Vila Melo,110,Bairro Pinheirão,APTO,-26.088193756138097,-53.06372691173559,(46) 99999-99247,willie.baird@emailexemplo.com,12/03/2023,n,GalaxPay,14/03/2023,,,349.9,500,200.0,22,,s,auto,auto,,,,,,,,,plano_150mb,APTO,willie.baird@meuprovedor.com.br,Francisco Beltrão,85601000,Vila Melo,110,Bairro Pinheirão,APTO,-26.09238593481925,-53.0647428719714,17/03/2023,94:58:e2:4c:80:c1,FTTH,FTTH338J61I9
754,Melinda Martinez,Melinda,99999207-7,999.999.279-04,PF,03/04/1967,Dois Vizinhos,85660000,Recanto de Cirino,872,São Francisco Xavier,Casa,-25.761032357266377,-53.05245475104893,(46) 99999-99246,melinda.martinez@emailexemplo.com,20/05/2023,n,Santander,22/05/2023,,,300.0,400,150.0,22,,s,auto,auto,Dois Vizinhos,85660000.0,Recanto de Cirino,872.0,São Francisco Xavier,Casa,-25.77502645333101,-53.08777029359936,plano_100mb,Casa,melinda.martinez@meuprovedor.com.br,Dois Vizinhos,85660000,Recanto de Cirino,872,São Francisco Xavier,Casa,-25.75641381575216,-53.05044305315435,25/05/2023,4e:f1:7e:67:a2:43,FTTH,FTTH548P46J0
755,Margaret Arnold,Margaret,99999206-5,999.999.278-15,PF,06/09/2003,Francisco Beltrão,85601000,Trevo de Pereira,211,Comunidade Secção São Miguel,Casa,-26.040712714135143,-53.108527076725245,(46) 99999-99245,margaret.arnold@emailexemplo.com,08/05/2023,n,EFÍ,15/05/2023,,,349.9,500,200.0,18,,s,auto,auto,,,,,,,,,plano_150mb,Casa,margaret.arnold@meuprovedor.com.br,Francisco Beltrão,85601000,Trevo de Pereira,211,Comunidade Secção São Miguel,Casa,-26.03620075387009,-53.11045659096649,22/05/2023,14:84:59:df:ca:ab,RADIO,
756,Richard Brown,Richard,99999205-3,999.999.277-34,PF,14/10/1967,Pato Branco,85501000,Fazenda Fernanda Nogueira,19,Bela Vista,Casa,-26.266317714073047,-52.68839529536381,(46) 99999-99244,richard.brown@emailexemplo.com,25/04/2023,n,Boleto Próprio,01/05/2023,,,189.9,700,299.9,13,,s,auto,auto,,,,,,,,,plano_300mb,Casa,richard.brown@meuprovedor.com.br,Pato Branco,85660000,Favela Maria Alice da Costa,41,Centro,APTO,-26.227063251949083,-52.67503201139739,05/05/2023,e8:f8:7b:17:38:d6,FTTH,FTTH011Y21O6
757,Tracy Black,Tracy,99999204-1,999.999.276-53,PF,05/04/1994,Pato Branco,85501000,Via de Fonseca,3,São Vicente,APTO,-26.24252706674613,-52.670447534985065,(46) 99999-99243,tracy.black@emailexemplo.com,11/01/2023,n,EFÍ,21/01/2023,,,189.9,700,299.9,10,Cliente quer saber antes de qualquer manutenção na rede.,s,auto,auto,,,,,,,,,plano_300mb,APTO,tracy.black@meuprovedor.com.br,Pato Branco,85501000,Via de Fonseca,3,São Vicente,APTO,-26.23604852679181,-52.67095010683284,23/01/2023,62:30:ae:81:04:78,FTTH,FTTH105U32M4
758,Jennifer Jennings,Jennifer,99999202-8,999.999.275-72,PF,08/10/1984,Francisco Beltrão,85601000,Distrito Rios,54,Bairro Cristo Rei,Casa,-26.07112501553693,-53.06591632422178,(46) 99999-99242,jennifer.jennings@emailexemplo.com,16/05/2023,n,EFÍ,25/05/2023,,,349.9,500,200.0,23,Cliente espera um roteador moderno na instalação.,s,auto,auto,Francisco Beltrão,85601000.0,Distrito Rios,54.0,Bairro Cristo Rei,Casa,-26.053974650064657,-53.03597798226635,plano_150mb,Casa,jennifer.jennings@meuprovedor.com.br,Francisco Beltrão,85601000,Distrito Rios,54,Bairro Cristo Rei,Casa,-26.07002076695078,-53.06484761137648,28/05/2023,3e:5d:24:0b:ae:db,FTTH,FTTH988E37S1
759,Cody Kelley,Cody,99999201-6,999.999.274-91,PF,08/06/1995,Francisco Beltrão,85601000,Favela Gonçalves,22,Bairro Cristo Rei,APTO,-26.06992357693115,-53.0660576149635,(46) 99999-99241,cody.kelley@emailexemplo.com,23/01/2023,n,Santander,26/01/2023,,,349.9,500,200.0,23,,s,auto,auto,,,,,,,,,plano_150mb,APTO,cody.kelley@meuprovedor.com.br,Francisco Beltrão,85601000,Favela Gonçalves,22,Bairro Cristo Rei,APTO,-26.07449491600116,-53.062752362182245,02/02/2023,08:b7:68:4b:03:f5,FTTH,FTTH728V83L8
760,Jacob Warren,Jacob,99999200-4,999.999.273-00,PF,30/09/1999,Dois Vizinhos,85660000,Colônia Campos,34,Sagrada Família,Casa,-25.757484678021004,-53.06938520965295,(46) 99999-99240,jacob.warren@emailexemplo.com,15/03/2023,n,Boleto Próprio,15/03/2023,,,300.0,400,150.0,8,,s,auto,auto,,,,,,,,,plano_100mb,Casa,jacob.warren@meuprovedor.com.br,Dois Vizinhos,85660000,Colônia Campos,34,Sagrada Família,Casa,-25.757881939887792,-53.06583217715336,17/03/2023,b4:4a:39:5e:bc:f4,FTTH,FTTH664F58B0
761,Alexander Brown,Alexander,99999199-1,999.999.272-20,PF,08/09/2001,Pato Branco,85501000,Sítio Peixoto,5,Santa Terezinha,Casa,-26.23785283497058,-52.67835412751441,(46) 99999-99239,alexander.brown@emailexemplo.com,23/03/2023,n,EFÍ,23/03/2023,,,189.9,700,299.9,16,,s,auto,auto,,,,,,,,,plano_300mb,Casa,alexander.brown@meuprovedor.com.br,Pato Branco,85501000,Sítio Peixoto,5,Santa Terezinha,Casa,-26.23831221440311,-52.677547626459045,26/03/2023,72:5d:a0:be:db:e6,FTTH,FTTH455F65U6
762,Isaiah French,Isaiah,99999197-8,999.999.271-49,PF,17/05/1991,Francisco Beltrão,85601000,Parque Lopes,15,Bairro Júpter,Casa,-26.040825624675943,-53.05196908033548,(46) 99999-99238,isaiah.french@emailexemplo.com,25/05/2023,n,Santander,28/05/2023,,,349.9,500,200.0,16,Cliente exige segurança online forte.,s,auto,auto,Francisco Beltrão,85601000.0,Parque Lopes,15.0,Bairro Júpter,Casa,-26.041465102821107,-53.07170453544649,plano_150mb,Casa,isaiah.french@meuprovedor.com.br,Francisco Beltrão,85601000,Parque Lopes,15,Bairro Júpter,Casa,-26.043645008690703,-53.05430365560047,31/05/2023,02:f4:b2:15:c6:fa,FTTH,FTTH048T63N4
763,Charles Turner,Charles,99999196-6,999.999.270-68,PF,16/12/1979,Francisco Beltrão,85601000,Alameda de Pires,2,Comunidade Nova Concórdia,APTO,-26.09776310594344,-53.00632998054793,(46) 99999-99237,charles.turner@emailexemplo.com,23/01/2023,n,EFÍ,30/01/2023,,,349.9,500,200.0,9,Cliente quer ajuda 24/7 para resolver problemas de conexão.,s,auto,auto,Francisco Beltrão,85601000.0,Alameda de Pires,2.0,Comunidade Nova Concórdia,APTO,-26.049527795197587,-53.04572046894322,plano_150mb,APTO,charles.turner@meuprovedor.com.br,Francisco Beltrão,85601000,Alameda de Pires,2,Comunidade Nova Concórdia,APTO,-26.093232788068654,-53.00831968260978,06/02/2023,2e:a7:80:e4:c8:77,FTTH,FTTH141Y32J6
764,Carrie Brown,Carrie,99999195-4,999.999.269-24,PF,01/05/2000,Francisco Beltrão,85601000,Estrada Ana Cecília Cavalcante,919,Comunidade Rio Erval – Km 15,APTO,-26.122922379486777,-53.0320164026348,(46) 99999-99236,carrie.brown@emailexemplo.com,03/01/2023,n,GalaxPay,13/01/2023,,,349.9,500,200.0,14,Cliente sugere avaliar a qualidade de vez em quando.,s,auto,auto,,,,,,,,,plano_150mb,APTO,carrie.brown@meuprovedor.com.br,Francisco Beltrão,85601000,Estrada Ana Cecília Cavalcante,919,Comunidade Rio Erval – Km 15,APTO,-26.126619468800133,-53.02876276840249,20/01/2023,16:ee:e0:79:68:b4,RADIO,
765,Anthony Rivas,Anthony,99999194-2,999.999.268-43,PF,27/07/1989,Pato Branco,85501000,Recanto de Cunha,3,São João,Casa,-26.225587611321505,-52.71586995633448,(46) 99999-99235,anthony.rivas@emailexemplo.com,05/02/2023,n,GalaxPay,13/02/2023,,,189.9,700,299.9,23,Cliente exige segurança online forte.,s,auto,auto,,,,,,,,,plano_300mb,Casa,anthony.rivas@meuprovedor.com.br,Pato Branco,85501000,Recanto de Cunha,3,São João,Casa,-26.23327912798476,-52.71975071480966,18/02/2023,16:07:8b:bc:5b:4f,FTTH,FTTH016N88M2
766,Travis Carter,Travis,99999193-0,999.999.267-62,PF,25/06/1986,Dois Vizinhos,85660000,Passarela Stephany Pacheco,53,Vitória,APTO,-25.743010468105208,-53.08076586200435,(46) 99999-99234,travis.carter@emailexemplo.com,01/05/2023,n,GalaxPay,07/05/2023,,,300.0,400,150.0,10,,s,auto,auto,,,,,,,,,plano_100mb,APTO,travis.carter@meuprovedor.com.br,Dois Vizinhos,85660000,Passarela Stephany Pacheco,53,Vitória,APTO,-25.74903132660315,-53.079025797567326,13/05/2023,3e:d7:d1:d5:7d:79,FTTH,FTTH353D50T3
767,Deborah Wilson,Deborah,99999192-9,999.999.266-81,PF,15/09/1987,Francisco Beltrão,85601000,Quadra Benjamin Brito,112,Comunidade São João,Casa,-26.04356653976632,-53.06817171812848,(46) 99999-99233,deborah.wilson@emailexemplo.com,23/03/2023,n,EFÍ,31/03/2023,,,349.9,500,200.0,21,,s,auto,auto,,,,,,,,,plano_150mb,Casa,deborah.wilson@meuprovedor.com.br,Pato Branco,85660000,Condomínio Montenegro,5,Santo Antônio,Casa,-26.257102972456234,-52.67688178315119,05/04/2023,1c:dc:e2:e9:6a:d3,FTTH,FTTH376B69V5
768,Jennifer Freeman,Jennifer,99999191-7,999.999.265-09,PF,03/02/1996,Pato Branco,85501000,Alameda Kamilly da Cruz,1,Cristo Rei,APTO,-26.20254247018248,-52.68322819371376,(46) 99999-99232,jennifer.freeman@emailexemplo.com,23/04/2023,n,GalaxPay,02/05/2023,,7.0,189.9,700,299.9,13,Cliente exige segurança online forte.,n,manual,manual,,,,,,,,,plano_300mb,APTO,jennifer.freeman@meuprovedor.com.br,Francisco Beltrão,85660000,Via Josué Campos,62,Esperança,APTO,-26.0375896866694,-53.05803440849628,04/05/2023,68:c7:8a:d8:47:a7,FTTH,FTTH329N86B2
769,Keith Hall,Keith,99999190-5,999.999.264-10,PF,14/07/1959,Francisco Beltrão,85601000,Morro Ana Liz Sampaio,722,Bairro São Miguel,APTO,-26.07659663569629,-53.08051192839047,(46) 99999-99231,keith.hall@emailexemplo.com,02/03/2023,n,Boleto Próprio,03/03/2023,,,349.9,500,200.0,7,,s,auto,auto,,,,,,,,,plano_150mb,APTO,keith.hall@meuprovedor.com.br,Francisco Beltrão,85601000,Morro Ana Liz Sampaio,722,Bairro São Miguel,APTO,-26.07267862812964,-53.08345635585795,09/03/2023,ae:2b:ee:f1:1f:a1,FTTH,FTTH287D01Z7
770,Randy Hines,Randy,99999189-9,999.999.263-39,PF,16/08/1983,Francisco Beltrão,85601000,Pátio Yan da Rosa,65,Comunidade Rio Guarapuava,Casa,-26.067732027136525,-53.053429847467584,(46) 99999-99230,randy.hines@emailexemplo.com,24/04/2023,n,EFÍ,26/04/2023,,,349.9,500,200.0,9,Cliente quer faturas detalhadas todo mês.,s,auto,auto,,,,,,,,,plano_150mb,Casa,randy.hines@meuprovedor.com.br,Francisco Beltrão,85660000,Pátio de Lopes,39,Centro,Casa,-26.085609623846,-53.046865304756665,28/04/2023,ec:ed:48:01:51:28,FTTH,FTTH320U71D1
771,James Rowe,James,99999188-7,999.999.262-58,PF,24/06/1953,Pato Branco,85501000,Recanto de da Rosa,59,Baixada,APTO,-26.22938243531333,-52.69772818741903,(46) 99999-99229,james.rowe@emailexemplo.com,07/06/2023,n,Santander,11/06/2023,,,189.9,700,299.9,13,Cliente espera um roteador moderno na instalação.,s,auto,auto,,,,,,,,,plano_300mb,APTO,james.rowe@meuprovedor.com.br,Pato Branco,85660000,Lagoa Brito,69,São Luiz,Casa,-26.20970859217034,-52.67268764217871,17/06/2023,5c:de:ac:b9:3a:23,FTTH,FTTH028B70T0
772,James Kemp,James,99999187-5,999.999.261-77,PF,16/06/2000,Francisco Beltrão,85601000,Quadra Pedro Aparecida,13,Comunidade Santa Bárbara,Casa,-26.0295176369888,-53.06546828626807,(46) 99999-99228,james.kemp@emailexemplo.com,19/04/2023,n,Boleto Próprio,23/04/2023,,,349.9,500,200.0,11,,s,auto,auto,,,,,,,,,plano_150mb,Casa,james.kemp@meuprovedor.com.br,Dois Vizinhos,85660000,Estação de Viana,656,Sagrada Família,APTO,-25.756369151754217,-53.0643450927556,27/04/2023,64:15:1b:bd:d5:96,FTTH,FTTH492U20F9
773,Patrick Taylor,Patrick,99999186-3,999.999.260-96,PF,01/01/1958,Pato Branco,85501000,Chácara de Nascimento,33,São Roque,APTO,-26.199027933006658,-52.66905153270015,(46) 99999-99227,patrick.taylor@emailexemplo.com,12/04/2023,n,GalaxPay,16/04/2023,,,189.9,700,299.9,5,Cliente quer ajuda 24/7 para resolver problemas de conexão.,s,auto,auto,,,,,,,,,plano_300mb,APTO,patrick.taylor@meuprovedor.com.br,Dois Vizinhos,85660000,Jardim Gonçalves,65,Da Luz,Casa,-25.730314900257977,-53.05321880334167,19/04/2023,f4:80:a0:25:ad:db,FTTH,FTTH305J80F0
774,Elizabeth Mills,Elizabeth,99999185-1,999.999.259-52,PF,09/03/1994,Pato Branco,85501000,Condomínio Ramos,63,Parque do Som,APTO,-26.19747371143968,-52.70655706559116,(46) 99999-99226,elizabeth.mills@emailexemplo.com,04/04/2023,n,EFÍ,05/04/2023,,,189.9,700,299.9,13,Cliente sugere avaliar a qualidade de vez em quando.,s,auto,auto,,,,,,,,,plano_300mb,APTO,elizabeth.mills@meuprovedor.com.br,Dois Vizinhos,85660000,Residencial de Teixeira,1,Das Torres,APTO,-25.741648967930228,-53.04894014439737,10/04/2023,7a:c3:eb:6d:9c:3c,FTTH,FTTH081M24Q2
