cliente_codigo,cliente_nome,cliente_apelido,cliente_rg_ie,cliente_cpf_cnpj,cliente_tipo_pessoa,cliente_data_nascimento,cliente_end_cidade,cliente_end_cep,cliente_end_rua,cliente_end_numero,cliente_end_bairro,cliente_end_complemento,cliente_end_latitude,cliente_end_longitude,cliente_telefones,ponto_emails,cliente_data_cadastro,cliente_parceiro,contrato_carteira,cliente_data_adesao,cliente_data_recisao,contrato_fidelidade,contrato_valor_adesao,contrato_valor_rescisão,contrato_valor_mensal,contrato_dia_vencimento,contrato_observacoes,contrato_faturavel,contrato_tipo_faturamento,contrato_nfe2x_tipo_lancamento,contrato_end_cidade,contrato_end_cep,contrato_end_rua,contrato_end_numero,contrato_end_bairro,contrato_end_complemento,contrato_end_latitude,contrato_end_longitude,ponto_plano,ponto_nome,ponto_ppp_usuario,ponto_end_cidade,ponto_end_cep,ponto_end_rua,ponto_end_numero,ponto_end_bairro,ponto_end_complemento,ponto_end_latitude,ponto_end_longitude,ponto_data_ativacao,ponto_mac,ponto_tecnologia,ponto_serial
826,David Travis,David,99999130-9,999.999.209-93,PF,11/12/1956,Dois Vizinhos,85660000,Residencial Arthur Barbosa,47,Centro Sul,APTO,-25.73390266781688,-53.04749503029643,(46) 99999-99174,david.travis@emailexemplo.com,23/05/2023,n,Boleto Próprio,30/05/2023,,,300,400,150,9,,s,auto,auto,Dois Vizinhos,85660000,Residencial Arthur Barbosa,47,Centro Sul,APTO,-25.73390266781688,-53.04749503029643,plano_100mb,APTO,david.travis@meuprovedor.com.br,Dois Vizinhos,85660000,Residencial Arthur Barbosa,47,Centro Sul,APTO,-25.73390266781688,-53.04749503029643,06/06/2023,0e:11:47:fa:13:ba,FTTH,FTTH261E86G5
827,Michael Ramirez,Michael,99999129-2,999.999.208-02,PF,30/06/1963,Francisco Beltrão,85601000,Viaduto Yuri Costela,66,Bairro Nossa Senhora Aparecida,APTO,-26.041244246750356,-53.06735104371323,(46) 99999-99173,michael.ramirez@emailexemplo.com,24/03/2023,n,EFÍ,26/03/2023,,,349.90,500,200,10,,s,auto,auto,,,,,,,,,plano_150mb,APTO,michael.ramirez@meuprovedor.com.br,Pato Branco,85660000,Viaduto Pimenta,17,Da Luz,APTO,-26.212860539544167,-52.69647487483643,31/03/2023,18:bf:6c:5b:f0:ad,RADIO,
828,John Parsons,John,99999128-0,999.999.207-21,PF,18/03/1992,Dois Vizinhos,85660000,Núcleo Matheus Freitas,9,Santo Antônio,Casa,-25.727597407088524,-53.0925982562218,(46) 99999-99172,john.parsons@emailexemplo.com,11/05/2023,n,Santander,12/05/2023,,,300,400,150,14,Cliente sugere avaliar a qualidade de vez em quando.,s,auto,auto,,,,,,,,,plano_100mb,Casa,john.parsons@meuprovedor.com.br,Pato Branco,85660000,Vila Stella Farias,83,Vitória,Casa,-26.20201355594012,-52.69331447411682,18/05/2023,f2:2d:27:7d:e1:85,FTTH,FTTH260N03J4
829,Michael Bell,Michael,99999127-9,999.999.206-40,PF,27/04/1954,Dois Vizinhos,85660000,Viaduto Gabriela Pereira,320,Santa Luzia,Casa,-25.76705532515121,-53.05396205529134,(46) 99999-99171,michael.bell@emailexemplo.com,19/02/2023,n,Santander,23/02/2023,,,300,400,150,16,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,Dois Vizinhos,85660000,Viaduto Gabriela Pereira,320,Santa Luzia,Casa,-25.76705532515121,-53.05396205529134,plano_100mb,Casa,michael.bell@meuprovedor.com.br,Francisco Beltrão,85660000,Largo de Ramos,2,Santa Luzia,APTO,-26.057649303156794,-53.04033237140134,26/02/2023,8a:84:86:0f:7a:b1,FTTH,FTTH554Q74K0
830,Robert Zamora,Robert,99999126-7,999.999.205-60,PF,01/09/1981,Pato Branco,85501000,Estação de Gomes,53,Sambugaro,Casa,-26.200457189127842,-52.697320515357696,(46) 99999-99170,robert.zamora@emailexemplo.com,06/02/2023,n,Santander,13/02/2023,,,189.90,700,299.90,14,,s,auto,auto,,,,,,,,,plano_300mb,Casa,robert.zamora@meuprovedor.com.br,Pato Branco,85501000,Estação de Gomes,53,Sambugaro,Casa,-26.200457189127842,-52.697320515357696,15/02/2023,54:e4:5a:1e:9f:8f,RADIO,
831,Lisa Smith,Lisa,99999125-5,999.999.204-89,PF,08/09/1957,Pato Branco,85501000,Fazenda Heloisa Moura,84,Bonatto,APTO,-26.22526632816731,-52.67658609379717,(46) 99999-99169,lisa.smith@emailexemplo.com,03/01/2023,n,EFÍ,12/01/2023,21/08/2023,,189.90,700,299.90,15,Cliente quer Wi-Fi potente em toda casa.,s,auto,auto,,,,,,,,,plano_300mb,APTO,lisa.smith@meuprovedor.com.br,Pato Branco,85501000,Fazenda Heloisa Moura,84,Bonatto,APTO,-26.22526632816731,-52.67658609379717,16/01/2023,74:9e:19:0c:b2:fd,FTTH,FTTH597I44F2
832,Ronald Brown,Ronald,99999124-3,999.999.203-06,PF,03/02/1980,Dois Vizinhos,85660000,Lagoa Peixoto,6,Da Luz,APTO,-25.736069372123612,-53.0894260916816,(46) 99999-99168,ronald.brown@emailexemplo.com,01/03/2023,n,EFÍ,09/03/2023,,,300,400,150,6,Cliente exige segurança online forte.,s,auto,auto,,,,,,,,,plano_100mb,APTO,ronald.brown@meuprovedor.com.br,Dois Vizinhos,85660000,Lagoa Peixoto,6,Da Luz,APTO,-25.736069372123612,-53.0894260916816,12/03/2023,8e:7c:54:be:ea:8c,FTTH,FTTH565B31A4
833,Tracy Hunt,Tracy,99999123-1,999.999.202-17,PF,13/04/1972,Dois Vizinhos,85660000,Pátio Gabriel Azevedo,8,Esperança,APTO,-25.739898347944916,-53.05894452135536,(46) 99999-99167,tracy.hunt@emailexemplo.com,13/06/2023,n,Boleto Próprio,18/06/2023,,,300,400,150,17,,s,auto,auto,Dois Vizinhos,85660000,Pátio Gabriel Azevedo,8,Esperança,APTO,-25.739898347944916,-53.05894452135536,plano_100mb,APTO,tracy.hunt@meuprovedor.com.br,Dois Vizinhos,85660000,Pátio Gabriel Azevedo,8,Esperança,APTO,-25.739898347944916,-53.05894452135536,24/06/2023,32:d9:79:54:25:d0,RADIO,
834,Henry Weiss,Henry,99999121-8,999.999.201-36,PF,22/06/1970,Pato Branco,85501000,Chácara Vargas,9,Bela Vista,Casa,-26.217236281738394,-52.65081579966327,(46) 99999-99166,henry.weiss@emailexemplo.com,08/02/2023,n,EFÍ,12/02/2023,,,189.90,700,299.90,25,Cliente exige segurança online forte.,s,auto,auto,,,,,,,,,plano_300mb,Casa,henry.weiss@meuprovedor.com.br,Pato Branco,85501000,Chácara Vargas,9,Bela Vista,Casa,-26.217236281738394,-52.65081579966327,15/02/2023,94:e1:a1:4b:c4:9a,FTTH,FTTH635D17A4
835,Kevin Schmitt,Kevin,99999120-6,999.999.200-55,PF,07/09/2001,Francisco Beltrão,85601000,Trevo da Rosa,770,Bairro Novo Mundo,Casa,-26.06675278031129,-53.051804105563214,(46) 99999-99165,kevin.schmitt@emailexemplo.com,06/03/2023,n,Santander,16/03/2023,,,349.90,500,200,12,Cliente pensa em adicionar TV ou telefone depois.,s,auto,auto,,,,,,,,,plano_150mb,Casa,kevin.schmitt@meuprovedor.com.br,Francisco Beltrão,85601000,Trevo da Rosa,770,Bairro Novo Mundo,Casa,-26.06675278031129,-53.051804105563214,22/03/2023,76:0f:1a:a4:c4:24,FTTH,FTTH787U07N0
836,Patricia Wright,Patricia,99999118-8,999.999.199-87,PF,31/07/1971,Pato Branco,85501000,Esplanada de Rocha,99,Trevo da Guarany,APTO,-26.210694548447176,-52.71359898415466,(46) 99999-99164,patricia.wright@emailexemplo.com,13/01/2023,n,EFÍ,23/01/2023,,14,189.90,700,299.90,18,,n,manual,manual,,,,,,,,,plano_300mb,APTO,patricia.wright@meuprovedor.com.br,Pato Branco,85501000,Esplanada de Rocha,99,Trevo da Guarany,APTO,-26.210694548447176,-52.71359898415466,26/01/2023,f4:0f:2c:67:a4:c5,RADIO,
837,Sherri Taylor,Sherri,99999117-6,999.999.198-04,PF,11/12/1990,Francisco Beltrão,85601000,Estrada Bruno Rocha,3,Comunidade Rio do Mato,APTO,-26.075850022124577,-53.034919422934294,(46) 99999-99163,sherri.taylor@emailexemplo.com,23/03/2023,n,GalaxPay,28/03/2023,,,349.90,500,200,15,,s,auto,auto,,,,,,,,,plano_150mb,APTO,sherri.taylor@meuprovedor.com.br,Francisco Beltrão,85601000,Estrada Bruno Rocha,3,Comunidade Rio do Mato,APTO,-26.075850022124577,-53.034919422934294,01/04/2023,f8:eb:ed:25:91:66,FTTH,FTTH027E94X6
838,Patricia Morales,Patricia,99999116-4,999.999.197-15,PF,12/06/1978,Francisco Beltrão,85601000,Sítio Oliveira,4,Bairro Vila Nova,APTO,-26.068378859367133,-53.05992575554693,(46) 99999-99162,patricia.morales@emailexemplo.com,13/05/2023,n,Boleto Próprio,16/05/2023,,,349.90,500,200,19,,s,auto,auto,,,,,,,,,plano_150mb,APTO,patricia.morales@meuprovedor.com.br,Francisco Beltrão,85601000,Sítio Oliveira,4,Bairro Vila Nova,APTO,-26.068378859367133,-53.05992575554693,20/05/2023,02:d4:38:56:f5:00,RADIO,
839,Daniel Weeks,Daniel,99999115-2,999.999.196-34,PF,17/03/2003,Dois Vizinhos,85660000,Trecho de Ferreira,24,Das Torres,Casa,-25.731825328053006,-53.05773777291557,(46) 99999-99161,daniel.weeks@emailexemplo.com,25/01/2023,n,GalaxPay,26/01/2023,,,300,400,150,14,,s,auto,auto,,,,,,,,,plano_100mb,Casa,daniel.weeks@meuprovedor.com.br,Dois Vizinhos,85660000,Estação Gonçalves,84,Sagrada Família,APTO,-25.77155436967762,-53.04865147075485,29/01/2023,58:e5:bb:f1:8d:bc,FTTH,FTTH564Q24W5
840,Lisa Cox,Lisa,99999114-0,999.999.195-53,PF,22/10/1961,Francisco Beltrão,85601000,Praça Porto,2,Comunidade Rio Erval – Km 15,Casa,-26.056465917422777,-53.068685631839955,(46) 99999-99160,lisa.cox@emailexemplo.com,25/03/2023,n,Boleto Próprio,04/04/2023,,,349.90,500,200,10,,s,auto,auto,,,,,,,,,plano_150mb,Casa,lisa.cox@meuprovedor.com.br,Francisco Beltrão,85601000,Praça Porto,2,Comunidade Rio Erval – Km 15,Casa,-26.056465917422777,-53.068685631839955,09/04/2023,e8:e3:90:26:68:9e,FTTH,FTTH053M19L1
841,Teresa Wilson,Teresa,99999113-9,999.999.194-72,PF,29/08/1965,Francisco Beltrão,85601000,Residencial Sampaio,476,Comunidade Linha Formiga,Casa,-26.04309035731101,-53.072094482432206,(46) 99999-99159,teresa.wilson@emailexemplo.com,09/05/2023,n,EFÍ,18/05/2023,,,349.90,500,200,10,,s,auto,auto,Francisco Beltrão,85601000,Residencial Sampaio,476,Comunidade Linha Formiga,Casa,-26.04309035731101,-53.072094482432206,plano_150mb,Casa,teresa.wilson@meuprovedor.com.br,Francisco Beltrão,85601000,Residencial Sampaio,476,Comunidade Linha Formiga,Casa,-26.04309035731101,-53.072094482432206,21/05/2023,58:2e:a6:8f:50:e9,RADIO,
842,Jamie Bradley,Jamie,99999112-7,999.999.193-91,PF,15/12/1978,Dois Vizinhos,85660000,Campo de Sampaio,88,Das Torres,APTO,-25.733874934041747,-53.07183673797033,(46) 99999-99158,jamie.bradley@emailexemplo.com,07/06/2023,n,GalaxPay,08/06/2023,,,300,400,150,11,,s,auto,auto,,,,,,,,,plano_100mb,APTO,jamie.bradley@meuprovedor.com.br,Dois Vizinhos,85660000,Campo de Sampaio,88,Das Torres,APTO,-25.733874934041747,-53.07183673797033,12/06/2023,8a:8b:d4:49:43:6d,FTTH,FTTH211D60Y2
843,Kimberly Larsen MD,Kimberly,238.96314-10,00.099.999/9192-60,PJ,05/11/2001,Pato Branco,85501000,Lago Correia,87,Jardim Floresta,Loja,-26.259348297888415,-52.65822450644751,(46) 99999-99157,kimberly.larsen.md@emailexemplo.com,01/02/2023,n,Santander,09/02/2023,,,189.90,700,299.90,6,Cliente quer segunda via do contrato via e-mail.,s,auto,auto,,,,,,,,,plano_300mb,Loja,kimberly.larsen.md@meuprovedor.com.br,Pato Branco,85501000,Lago Correia,87,Jardim Floresta,Loja,-26.259348297888415,-52.65822450644751,11/02/2023,da:87:db:43:54:11,FTTH,FTTH409R97T5
844,Kayla Coffey,Kayla,99999111-5,999.999.192-00,PF,20/04/1986,Dois Vizinhos,85660000,Viaduto de Barros,82,Jardim da Colina,APTO,-25.732297923874693,-53.070828277600555,(46) 99999-99156,kayla.coffey@emailexemplo.com,01/03/2023,n,Boleto Próprio,10/03/2023,,12,300,400,150,21,,n,manual,outro,,,,,,,,,plano_100mb,APTO,kayla.coffey@meuprovedor.com.br,Francisco Beltrão,85660000,Vale de Pires,48,Esperança,Casa,-26.081664003737675,-53.06938513579236,12/03/2023,b4:c7:13:6b:35:f7,FTTH,FTTH147W88H9
845,Jason Barajas,Jason,99999110-3,999.999.191-20,PF,11/06/1965,Francisco Beltrão,85601000,Vereda Oliveira,3,Bairro Kennedy,APTO,-26.050588793390215,-53.04049154044901,(46) 99999-99155,jason.barajas@emailexemplo.com,02/06/2023,n,EFÍ,07/06/2023,,,349.90,500,200,18,,s,auto,auto,,,,,,,,,plano_150mb,APTO,jason.barajas@meuprovedor.com.br,Francisco Beltrão,85601000,Vereda Oliveira,3,Bairro Kennedy,APTO,-26.050588793390215,-53.04049154044901,14/06/2023,d6:28:f3:5e:df:a3,FTTH,FTTH355S52L7
846,Brandon Curtis,Brandon,192.39983-10,00.099.999/9190-07,PJ,12/10/1964,Pato Branco,85501000,Morro Nascimento,20,Jardim Floresta,Loja,-26.205441013413722,-52.69171194710499,(46) 99999-99154,brandon.curtis@emailexemplo.com,03/01/2023,s,EFÍ,04/01/2023,,,189.90,700,299.90,24,,s,auto,auto,,,,,,,,,plano_300mb,Loja,brandon.curtis@meuprovedor.com.br,Pato Branco,85501000,Morro Nascimento,20,Jardim Floresta,Loja,-26.205441013413722,-52.69171194710499,06/01/2023,2e:99:da:56:2b:10,FTTH,FTTH483G31K8
847,Michael Reynolds,Michael,99999109-7,999.999.190-49,PF,31/01/1987,Francisco Beltrão,85601000,Chácara Carvalho,243,Comunidade Rio Tuna,APTO,-26.0515960439244,-53.064089298694896,(46) 99999-99153,michael.reynolds@emailexemplo.com,08/06/2023,n,Santander,11/06/2023,,,349.90,500,200,8,Cliente exige segurança online forte.,s,auto,auto,,,,,,,,,plano_150mb,APTO,michael.reynolds@meuprovedor.com.br,Dois Vizinhos,85660000,Feira Campos,36,Das Torres,APTO,-25.736810814813065,-53.06287534571141,16/06/2023,c6:55:28:ad:25:6d,FTTH,FTTH163I90U1
848,Lindsey Berry,Lindsey,99999108-5,999.999.189-05,PF,02/10/2004,Francisco Beltrão,85601000,Vereda de da Paz,49,Bairro São Cristovão,APTO,-26.04815346501442,-53.04074352076631,(46) 99999-99152,lindsey.berry@emailexemplo.com,14/06/2023,n,Santander,18/06/2023,,,349.90,500,200,22,Cliente pensa em adicionar TV ou telefone depois.,s,auto,auto,Francisco Beltrão,85601000,Vereda de da Paz,49,Bairro São Cristovão,APTO,-26.04815346501442,-53.04074352076631,plano_150mb,APTO,lindsey.berry@meuprovedor.com.br,Francisco Beltrão,85601000,Vereda de da Paz,49,Bairro São Cristovão,APTO,-26.04815346501442,-53.04074352076631,20/06/2023,8c:01:5e:6e:e1:ed,RADIO,
849,Stephanie Travis,Stephanie,99999107-3,999.999.188-24,PF,24/01/1996,Pato Branco,85501000,Condomínio de Viana,6,Brasília,APTO,-26.19926365278224,-52.667144728878235,(46) 99999-99151,stephanie.travis@emailexemplo.com,05/03/2023,n,EFÍ,09/03/2023,,,189.90,700,299.90,21,Cliente quer ajuda 24/7 para resolver problemas de conexão.,s,auto,auto,,,,,,,,,plano_300mb,APTO,stephanie.travis@meuprovedor.com.br,Pato Branco,85501000,Condomínio de Viana,6,Brasília,APTO,-26.19926365278224,-52.667144728878235,11/03/2023,48:6b:f3:db:06:53,FTTH,FTTH285B08Y7
850,Eric Mack,Eric,99999106-1,999.999.187-43,PF,03/01/1988,Francisco Beltrão,85601000,Fazenda de Pereira,471,Comunidade Linha São Paula,Casa,-26.08540099127342,-53.03555916375032,(46) 99999-99150,eric.mack@emailexemplo.com,18/01/2023,n,EFÍ,25/01/2023,,,349.90,500,200,14,,s,auto,auto,,,,,,,,,plano_150mb,Casa,eric.mack@meuprovedor.com.br,Francisco Beltrão,85601000,Fazenda de Pereira,471,Comunidade Linha São Paula,Casa,-26.08540099127342,-53.03555916375032,27/01/2023,18:3c:c4:e0:7a:32,RADIO,
851,Antonio Calderon,Antonio,99999104-8,999.999.186-62,PF,03/07/1964,Francisco Beltrão,85601000,Viaduto de Marques,37,Bairro Centro,Casa,-26.05384493633131,-53.03819831041013,(46) 99999-99149,antonio.calderon@emailexemplo.com,08/06/2023,n,EFÍ,15/06/2023,,,349.90,500,200,5,Cliente pensa em adicionar TV ou telefone depois.,s,auto,auto,,,,,,,,,plano_150mb,Casa,antonio.calderon@meuprovedor.com.br,Francisco Beltrão,85601000,Viaduto de Marques,37,Bairro Centro,Casa,-26.05384493633131,-53.03819831041013,21/06/2023,be:d1:6f:a6:44:6d,FTTH,FTTH175T48H9
852,Douglas Sanchez,Douglas,99999103-6,999.999.185-81,PF,11/10/1987,Francisco Beltrão,85601000,Lagoa Benício Jesus,73,Bairro Industrial,Casa,-26.053084393012035,-53.0394280538821,(46) 99999-99148,douglas.sanchez@emailexemplo.com,22/03/2023,n,Boleto Próprio,28/03/2023,,,349.90,500,200,6,,s,auto,auto,Francisco Beltrão,85601000,Lagoa Benício Jesus,73,Bairro Industrial,Casa,-26.053084393012035,-53.0394280538821,plano_150mb,Casa,douglas.sanchez@meuprovedor.com.br,Francisco Beltrão,85601000,Lagoa Benício Jesus,73,Bairro Industrial,Casa,-26.053084393012035,-53.0394280538821,01/04/2023,06:9c:18:79:c1:2e,FTTH,FTTH215S59P1
853,Joshua Martinez,Joshua,99999102-4,999.999.184-09,PF,24/11/1998,Pato Branco,85501000,Passarela Maysa Viana,74,Jardim Primavera,APTO,-26.20650564366421,-52.671796604210364,(46) 99999-99147,joshua.martinez@emailexemplo.com,19/03/2023,n,EFÍ,25/03/2023,,9,189.90,700,299.90,12,,n,manual,manual,Pato Branco,85501000,Passarela Maysa Viana,74,Jardim Primavera,APTO,-26.20650564366421,-52.671796604210364,plano_300mb,APTO,joshua.martinez@meuprovedor.com.br,Pato Branco,85501000,Passarela Maysa Viana,74,Jardim Primavera,APTO,-26.20650564366421,-52.671796604210364,31/03/2023,90:71:8a:13:ae:48,RADIO,
854,Mia Vasquez,Mia,99999101-2,999.999.183-10,PF,12/11/2000,Francisco Beltrão,85601000,Vila Vieira,701,Bairro São Cristovão,APTO,-26.060399273546263,-53.06203512755219,(46) 99999-99146,mia.vasquez@emailexemplo.com,11/05/2023,n,Boleto Próprio,20/05/2023,,,349.90,500,200,5,,s,auto,auto,Francisco Beltrão,85601000,Vila Vieira,701,Bairro São Cristovão,APTO,-26.060399273546263,-53.06203512755219,plano_150mb,APTO,mia.vasquez@meuprovedor.com.br,Francisco Beltrão,85601000,Vila Vieira,701,Bairro São Cristovão,APTO,-26.060399273546263,-53.06203512755219,24/05/2023,c0:a9:89:93:05:da,FTTH,FTTH777H91W3
855,Megan Beasley,Megan,99999100-0,999.999.182-39,PF,23/03/1982,Pato Branco,85501000,Campo de Araújo,479,Industrial,APTO,-26.24874206875067,-52.65738623999046,(46) 99999-99145,megan.beasley@emailexemplo.com,22/02/2023,n,EFÍ,01/03/2023,,,189.90,700,299.90,18,,s,auto,auto,,,,,,,,,plano_300mb,APTO,megan.beasley@meuprovedor.com.br,Francisco Beltrão,85660000,Distrito de da Cunha,51,Santo Antônio,APTO,-26.064494185290037,-53.05621813785989,08/03/2023,ce:90:b9:90:0b:8c,FTTH,FTTH916O48E5
856,Jeffrey Andrews DDS,Jeffrey,99999099-8,999.999.181-58,PF,20/10/1989,Dois Vizinhos,85660000,Rodovia Yan Teixeira,2,Jardim da Colina,APTO,-25.766733542423804,-53.070776168992914,(46) 99999-99144,jeffrey.andrews.dds@emailexemplo.com,02/02/2023,n,Boleto Próprio,12/02/2023,02/10/2023,,300,400,150,20,Cliente espera um roteador moderno na instalação.,s,auto,auto,Dois Vizinhos,85660000,Rodovia Yan Teixeira,2,Jardim da Colina,APTO,-25.766733542423804,-53.070776168992914,plano_100mb,APTO,jeffrey.andrews.dds@meuprovedor.com.br,Francisco Beltrão,85660000,Trevo Mendes,81,Da Luz,APTO,-26.052378461943654,-53.067506156810474,18/02/2023,e0:e3:28:2b:a1:dd,FTTH,FTTH206F15Z4
857,James Williams,James,99999098-6,999.999.180-77,PF,08/05/1962,Francisco Beltrão,85601000,Pátio Araújo,53,Bairro Kennedy,APTO,-26.059192926586864,-53.05092514406083,(46) 99999-99143,james.williams@emailexemplo.com,18/06/2023,n,EFÍ,22/06/2023,,,349.90,500,200,9,,s,auto,auto,,,,,,,,,plano_150mb,APTO,james.williams@meuprovedor.com.br,Francisco Beltrão,85601000,Pátio Araújo,53,Bairro Kennedy,APTO,-26.059192926586864,-53.05092514406083,26/06/2023,b8:d3:fd:f7:24:08,FTTH,FTTH099I08O7
858,Nicole Holland,Nicole,99999097-4,999.999.179-33,PF,18/08/1987,Francisco Beltrão,85601000,Colônia Gonçalves,59,Comunidade Volta Grande,Casa,-26.031865991883116,-53.05083139590436,(46) 99999-99142,nicole.holland@emailexemplo.com,21/02/2023,n,GalaxPay,01/03/2023,,,349.90,500,200,8,,s,auto,auto,,,,,,,,,plano_150mb,Casa,nicole.holland@meuprovedor.com.br,Francisco Beltrão,85601000,Colônia Gonçalves,59,Comunidade Volta Grande,Casa,-26.031865991883116,-53.05083139590436,05/03/2023,d8:6e:ce:13:d7:7d,FTTH,FTTH127Q27L5
859,Brett Durham,Brett,99999096-2,999.999.178-52,PF,07/04/2003,Dois Vizinhos,85660000,Núcleo Otávio Santos,45,Centro,Casa,-25.74285794621762,-53.05528932683204,(46) 99999-99141,brett.durham@emailexemplo.com,04/03/2023,n,Santander,13/03/2023,,,300,400,150,24,,s,auto,auto,,,,,,,,,plano_100mb,Casa,brett.durham@meuprovedor.com.br,Dois Vizinhos,85660000,Núcleo Otávio Santos,45,Centro,Casa,-25.74285794621762,-53.05528932683204,20/03/2023,28:e6:de:a1:ed:e4,RADIO,
860,Melanie Garcia,Melanie,99999095-0,999.999.177-71,PF,09/12/1971,Francisco Beltrão,85601000,Pátio Fogaça,174,Comunidade Divisor,APTO,-26.054332672392015,-53.05103907118557,(46) 99999-99140,melanie.garcia@emailexemplo.com,23/06/2023,n,GalaxPay,26/06/2023,,,349.90,500,200,19,Cliente quer faturas detalhadas todo mês.,s,auto,auto,Francisco Beltrão,85601000,Pátio Fogaça,174,Comunidade Divisor,APTO,-26.054332672392015,-53.05103907118557,plano_150mb,APTO,melanie.garcia@meuprovedor.com.br,Dois Vizinhos,85660000,Vale João Lucas Pastor,2,Centro Sul,Casa,-25.776072195740326,-53.0527883834305,02/07/2023,7a:ab:1b:28:bb:21,RADIO,
861,Vanessa Davis,Vanessa,99999094-9,999.999.176-90,PF,26/11/1959,Pato Branco,85501000,Vale de Cunha,415,Planalto,APTO,-26.19192954597612,-52.67387618797216,(46) 99999-99139,vanessa.davis@emailexemplo.com,23/02/2023,n,Santander,05/03/2023,,,189.90,700,299.90,18,,s,auto,auto,,,,,,,,,plano_300mb,APTO,vanessa.davis@meuprovedor.com.br,Pato Branco,85501000,Vale de Cunha,415,Planalto,APTO,-26.19192954597612,-52.67387618797216,08/03/2023,86:d2:e4:c1:bb:a3,FTTH,FTTH189I54V4
862,David Oconnor,David,99999093-7,999.999.175-00,PF,09/06/1997,Pato Branco,85501000,Viaduto Isabela Montenegro,3,Fraron,APTO,-26.248589290630573,-52.68833682378064,(46) 99999-99138,david.oconnor@emailexemplo.com,01/01/2023,n,Santander,08/01/2023,,,189.90,700,299.90,25,Cliente quer ajuda 24/7 para resolver problemas de conexão.,s,auto,auto,,,,,,,,,plano_300mb,APTO,david.oconnor@meuprovedor.com.br,Pato Branco,85501000,Viaduto Isabela Montenegro,3,Fraron,APTO,-26.248589290630573,-52.68833682378064,13/01/2023,28:fa:0c:db:22:82,RADIO,
863,Jessica Cunningham,Jessica,99999092-5,999.999.174-29,PF,05/01/1982,Francisco Beltrão,85601000,Vale de Cirino,772,Comunidade Secção São Miguel,Casa,-26.086469103594062,-53.04525772703152,(46) 99999-99137,jessica.cunningham@emailexemplo.com,24/03/2023,n,Boleto Próprio,03/04/2023,,10,349.90,500,200,6,Cliente exige segurança online forte.,n,manual,manual,,,,,,,,,plano_150mb,Casa,jessica.cunningham@meuprovedor.com.br,Francisco Beltrão,85601000,Vale de Cirino,772,Comunidade Secção São Miguel,Casa,-26.086469103594062,-53.04525772703152,06/04/2023,d6:e1:56:0d:64:c6,RADIO,
864,Ashley Shaw,Ashley,968.63054-70,00.099.999/9173-06,PJ,18/09/1978,Dois Vizinhos,85660000,Residencial da Costa,85,Jardim da Colina,Loja,-25.75602819665282,-53.04885649260566,(46) 99999-99136,ashley.shaw@emailexemplo.com,08/04/2023,n,GalaxPay,14/04/2023,,,300,400,150,15,,s,auto,auto,Dois Vizinhos,85660000,Residencial da Costa,85,Jardim da Colina,Loja,-25.75602819665282,-53.04885649260566,plano_100mb,Loja,ashley.shaw@meuprovedor.com.br,Dois Vizinhos,85660000,Residencial da Costa,85,Jardim da Colina,Loja,-25.75602819665282,-53.04885649260566,19/04/2023,1a:4c:33:03:7f:8c,FTTH,FTTH815A24R8
865,Nichole Small,Nichole,99999091-3,999.999.173-48,PF,17/03/2003,Dois Vizinhos,85660000,Jardim Oliveira,63,Santo Antônio,Casa,-25.737433211883037,-53.04100812327975,(46) 99999-99135,nichole.small@emailexemplo.com,23/05/2023,n,GalaxPay,26/05/2023,09/10/2023,,300,400,150,24,Cliente espera um roteador moderno na instalação.,s,auto,auto,,,,,,,,,plano_100mb,Casa,nichole.small@meuprovedor.com.br,Dois Vizinhos,85660000,Jardim Oliveira,63,Santo Antônio,Casa,-25.737433211883037,-53.04100812327975,02/06/2023,96:35:de:b2:1b:ff,FTTH,FTTH405E61Q0
866,Nicholas Williamson,Nicholas,99999090-1,999.999.172-67,PF,18/03/1958,Pato Branco,85501000,Trecho Carvalho,24,Alto da Glória,APTO,-26.237441507676735,-52.67615113515727,(46) 99999-99134,nicholas.williamson@emailexemplo.com,06/02/2023,n,Boleto Próprio,11/02/2023,,,189.90,700,299.90,12,,s,auto,auto,,,,,,,,,plano_300mb,APTO,nicholas.williamson@meuprovedor.com.br,Francisco Beltrão,85660000,Feira Vitor Gabriel Moraes,6,São Francisco Xavier,Casa,-26.02887884678312,-53.058892927140874,16/02/2023,6c:df:9a:72:31:19,FTTH,FTTH635V01N4
867,Ethan Richards,Ethan,99999089-5,999.999.171-86,PF,25/09/1961,Pato Branco,85501000,Feira de Sampaio,41,Baixada,APTO,-26.236450203052026,-52.659037695864896,(46) 99999-99133,ethan.richards@emailexemplo.com,16/04/2023,n,EFÍ,23/04/2023,19/11/2023,,189.90,700,299.90,20,,s,auto,auto,,,,,,,,,plano_300mb,APTO,ethan.richards@meuprovedor.com.br,Pato Branco,85501000,Feira de Sampaio,41,Baixada,APTO,-26.236450203052026,-52.659037695864896,30/04/2023,16:ca:91:9f:73:1e,FTTH,FTTH108D90J7
